name,link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type,cost,VDF_fftt1,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_theta1,VDF_gamma1,VDF_mu1,RUC_rho1,RUC_resource1,RUC_type,is_connector
,29,34,28,Highway,1,0.4504738070266772,1.0,1000.0,50.0,1,0,0.5405685684320126,1000.0,0.15,4,1.0,1,100,10,0,1,0
,30,34,29,Highway,1,0.1725437989187725,1.0,1000.0,50.0,1,0,0.207052558702527,1000.0,0.15,4,1.0,1,100,10,0,1,0
,31,37,35,Highway,1,0.1491414652905479,1.0,1000.0,50.0,1,0,0.1789697583486575,1000.0,0.15,4,1.0,1,100,10,0,1,0
,32,37,38,Highway,1,0.095742765500349,2.0,1400.0,50.0,1,0,0.1148913186004188,1400.0,0.15,4,1.0,1,100,10,0,1,0
,33,37,31,Highway,1,0.1036931131884505,2.0,1400.0,50.0,1,0,0.1244317358261406,1400.0,0.15,4,1.0,1,100,10,0,1,0
,34,35,34,Highway,1,0.4907562004295735,1.0,1000.0,50.0,1,0,0.5889074405154883,1000.0,0.15,4,1.0,1,100,10,0,1,0
,35,35,37,Highway,1,0.1491414652905479,1.0,1000.0,50.0,1,0,0.1789697583486575,1000.0,0.15,4,1.0,1,100,10,0,1,0
,36,39,40,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1.0,1,100,10,0,1,0
,37,39,2277,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1.0,1,100,10,0,1,0
,38,40,39,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1.0,1,100,10,0,1,0
,39,40,41,Highway,1,0.2245498246094326,1.0,700.0,50.0,1,0,0.2694597895313191,700.0,0.15,4,1.0,1,100,10,0,1,0
,40,1947,42,Highway,1,0.6603720551535387,2.0,1300.0,50.0,1,0,0.7924464661842465,1300.0,0.15,4,1.0,1,100,10,0,1,0
,41,43,44,Highway,1,0.406915024369047,1.0,1000.0,50.0,1,0,0.4882980292428564,1000.0,0.15,4,1.0,1,100,10,0,1,0
,42,43,45,Highway,1,0.188171578575575,2.0,1300.0,50.0,1,0,0.22580589429069,1300.0,0.15,4,1.0,1,100,10,0,1,0
,43,43,46,Highway,1,0.1641859988405254,2.0,1400.0,50.0,1,0,0.1970231986086305,1400.0,0.15,4,1.0,1,100,10,0,1,0
,44,44,43,Highway,1,0.406915024369047,1.0,1000.0,50.0,1,0,0.4882980292428564,1000.0,0.15,4,1.0,1,100,10,0,1,0
,45,44,47,Highway,1,0.578410876688958,1.0,1000.0,50.0,1,0,0.6940930520267495,1000.0,0.15,4,1.0,1,100,10,0,1,0
,46,45,43,Highway,1,0.188171578575575,2.0,1300.0,50.0,1,0,0.22580589429069,1300.0,0.15,4,1.0,1,100,10,0,1,0
,47,45,48,Highway,1,0.5523005942955335,1.0,1000.0,50.0,1,0,0.6627607131546401,1000.0,0.15,4,1.0,1,100,10,0,1,0
,48,45,49,Highway,1,0.7786569416618113,2.0,1300.0,50.0,1,0,0.9343883299941736,1300.0,0.15,4,1.0,1,100,10,0,1,0
,49,48,45,Highway,1,0.5523005942955335,1.0,1000.0,50.0,1,0,0.6627607131546401,1000.0,0.15,4,1.0,1,100,10,0,1,0
,50,48,50,Highway,1,0.2848657577402924,2.0,1800.0,60.0,1,0,0.2848657577402924,1800.0,0.15,4,1.0,1,100,10,0,1,0
,51,48,51,Highway,1,0.3089649014368787,2.0,1800.0,60.0,1,0,0.3089649014368787,1800.0,0.15,4,1.0,1,100,10,0,1,0
,52,52,53,Highway,1,0.665618236207553,1.0,1000.0,50.0,1,0,0.7987418834490636,1000.0,0.15,4,1.0,1,100,10,0,1,0
,53,52,54,Highway,1,0.4164172994287317,2.0,1300.0,50.0,1,0,0.499700759314478,1300.0,0.15,4,1.0,1,100,10,0,1,0
,54,52,55,Highway,1,0.0485493792785073,2.0,1300.0,50.0,1,0,0.0582592551342087,1300.0,0.15,4,1.0,1,100,10,0,1,0
,55,53,52,Highway,1,0.665618236207553,1.0,1000.0,50.0,1,0,0.7987418834490636,1000.0,0.15,4,1.0,1,100,10,0,1,0
,56,53,50,Highway,1,0.1830852425810879,1.0,1000.0,50.0,1,0,0.2197022910973055,1000.0,0.15,4,1.0,1,100,10,0,1,0
,57,1980,56,Highway,1,0.2245498246094326,1.0,650.0,50.0,1,0,0.2694597895313191,650.0,0.15,4,1.0,1,100,10,0,1,0
,58,57,59,Highway,1,0.3853140472207949,2.0,2000.0,50.0,1,0,0.4623768566649539,2000.0,0.15,4,1.0,1,100,10,0,1,0
,59,57,60,Highway,1,0.5168744405711837,2.0,1300.0,50.0,1,0,0.6202493286854204,1300.0,0.15,4,1.0,1,100,10,0,1,0
,60,57,61,Highway,1,0.1772452076114478,2.0,1300.0,50.0,1,0,0.2126942491337374,1300.0,0.15,4,1.0,1,100,10,0,1,0
,61,1921,62,Highway,1,0.3461291436326005,2.0,1500.0,90.0,1,0,0.2307527624217336,1500.0,0.15,4,1.0,1,100,10,0,1,0
,62,63,64,Highway,1,0.4338215814628685,1.0,1000.0,50.0,1,0,0.5205858977554422,1000.0,0.15,4,1.0,1,100,10,0,1,0
,63,63,65,Highway,1,0.2780218332123167,1.0,1000.0,50.0,1,0,0.33362619985478,1000.0,0.15,4,1.0,1,100,10,0,1,0
,64,63,66,Highway,1,0.7822651897121985,1.0,650.0,50.0,1,0,0.938718227654638,650.0,0.15,4,1.0,1,100,10,0,1,0
,65,63,67,Highway,1,0.2532323482120349,1.0,650.0,50.0,1,0,0.3038788178544419,650.0,0.15,4,1.0,1,100,10,0,1,0
,66,68,65,Highway,1,0.326557415265605,1.0,1000.0,50.0,1,0,0.391868898318726,1000.0,0.15,4,1.0,1,100,10,0,1,0
,67,68,69,Highway,1,0.1671212872883656,2.0,1300.0,50.0,1,0,0.2005455447460387,1300.0,0.15,4,1.0,1,100,10,0,1,0
,68,68,70,Highway,1,0.2496596279119406,2.0,1300.0,50.0,1,0,0.2995915534943288,1300.0,0.15,4,1.0,1,100,10,0,1,0
,69,1922,71,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1.0,1,100,10,0,1,0
,70,64,63,Highway,1,0.4338215814628685,1.0,1000.0,50.0,1,0,0.5205858977554422,1000.0,0.15,4,1.0,1,100,10,0,1,0
,71,64,71,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1.0,1,100,10,0,1,0
,72,65,63,Highway,1,0.2780218332123167,1.0,1000.0,50.0,1,0,0.33362619985478,1000.0,0.15,4,1.0,1,100,10,0,1,0
,73,65,68,Highway,1,0.326557415265605,1.0,1000.0,50.0,1,0,0.391868898318726,1000.0,0.15,4,1.0,1,100,10,0,1,0
,74,72,73,Highway,1,0.0708242096549996,2.0,1500.0,90.0,1,0,0.0472161397699997,1500.0,0.15,4,1.0,1,100,10,0,1,0
,75,72,74,Highway,1,0.5481275149007163,2.0,1500.0,90.0,1,0,0.3654183432671442,1500.0,0.15,4,1.0,1,100,10,0,1,0
,76,72,75,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1.0,1,100,10,0,1,0
,77,76,77,Highway,1,0.4122314180609829,1.0,700.0,50.0,1,0,0.4946777016731795,700.0,0.15,4,1.0,1,100,10,0,1,0
,78,76,78,Highway,1,0.208528349751336,1.0,700.0,50.0,1,0,0.2502340197016033,700.0,0.15,4,1.0,1,100,10,0,1,0
,79,79,80,Highway,1,0.0283643767244866,2.0,2400.0,60.0,1,0,0.0283643767244866,2400.0,0.15,4,1.0,1,100,10,0,1,0
,80,79,81,Highway,1,0.0307525001743227,2.0,1900.0,90.0,1,0,0.0205016667828818,1900.0,0.15,4,1.0,1,100,10,0,1,0
,81,80,82,Highway,1,0.1478681845428556,2.0,2400.0,60.0,1,0,0.1478681845428556,2400.0,0.15,4,1.0,1,100,10,0,1,0
,82,82,83,Highway,1,0.0237697286480094,2.0,2400.0,60.0,1,0,0.0237697286480094,2400.0,0.15,4,1.0,1,100,10,0,1,0
,83,83,84,Highway,1,0.0174642491965729,2.0,2400.0,60.0,1,0,0.0174642491965729,2400.0,0.15,4,1.0,1,100,10,0,1,0
,84,84,85,Highway,1,0.0246981780704569,2.0,2400.0,60.0,1,0,0.0246981780704569,2400.0,0.15,4,1.0,1,100,10,0,1,0
,85,85,86,Highway,1,0.0376020962576874,2.0,2400.0,60.0,1,0,0.0376020962576874,2400.0,0.15,4,1.0,1,100,10,0,1,0
,86,87,88,Highway,1,0.6248066303241885,1.0,1000.0,50.0,1,0,0.7497679563890262,1000.0,0.15,4,1.0,1,100,10,0,1,0
,87,87,89,Highway,1,0.0869246339897275,1.0,750.0,90.0,1,0,0.0579497559931516,750.0,0.15,4,1.0,1,100,10,0,1,0
,88,87,90,Highway,1,0.1111678520841597,2.0,1500.0,90.0,1,0,0.0741119013894398,1500.0,0.15,4,1.0,1,100,10,0,1,0
,89,88,87,Highway,1,0.6248066303241885,1.0,1000.0,50.0,1,0,0.7497679563890262,1000.0,0.15,4,1.0,1,100,10,0,1,0
,90,88,91,Highway,1,0.0355105618091294,1.0,1000.0,50.0,1,0,0.0426126741709552,1000.0,0.15,4,1.0,1,100,10,0,1,0
,91,92,93,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1.0,1,100,10,0,1,0
,92,92,94,Highway,1,0.2245498246094326,1.0,750.0,90.0,1,0,0.149699883072955,750.0,0.15,4,1.0,1,100,10,0,1,0
,93,92,95,Highway,1,0.3200021175670988,2.0,1500.0,90.0,1,0,0.2133347450447325,1500.0,0.15,4,1.0,1,100,10,0,1,0
,94,96,93,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1.0,1,100,10,0,1,0
,95,96,97,Highway,1,0.3113403712711662,2.0,1500.0,90.0,1,0,0.2075602475141107,1500.0,0.15,4,1.0,1,100,10,0,1,0
,96,96,98,Highway,1,0.2271083932544877,1.0,750.0,90.0,1,0,0.1514055955029918,750.0,0.15,4,1.0,1,100,10,0,1,0
,97,99,100,Highway,1,0.3792227659864069,1.0,1000.0,50.0,1,0,0.4550673191836883,1000.0,0.15,4,1.0,1,100,10,0,1,0
,98,99,101,Highway,1,0.215144472968953,1.0,750.0,90.0,1,0,0.1434296486459687,750.0,0.15,4,1.0,1,100,10,0,1,0
,99,99,102,Highway,1,0.2935994082864924,2.0,1500.0,90.0,1,0,0.1957329388576616,1500.0,0.15,4,1.0,1,100,10,0,1,0
,100,103,104,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1.0,1,100,10,0,1,0
,101,103,105,Highway,1,0.2808614823962142,2.0,1500.0,90.0,1,0,0.1872409882641428,1500.0,0.15,4,1.0,1,100,10,0,1,0
,102,103,106,Highway,1,0.1794631397860946,1.0,750.0,90.0,1,0,0.1196420931907297,750.0,0.15,4,1.0,1,100,10,0,1,0
,103,104,103,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1.0,1,100,10,0,1,0
,104,104,107,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1.0,1,100,10,0,1,0
,105,108,109,Highway,1,0.4067501928545776,1.0,1000.0,50.0,1,0,0.4881002314254931,1000.0,0.15,4,1.0,1,100,10,0,1,0
,106,108,110,Highway,1,0.1068827643983616,2.0,1700.0,90.0,1,0,0.0712551762655744,1700.0,0.15,4,1.0,1,100,10,0,1,0
,107,108,111,Highway,1,0.2594359991411292,2.0,1700.0,90.0,1,0,0.1729573327607528,1700.0,0.15,4,1.0,1,100,10,0,1,0
,108,107,104,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1.0,1,100,10,0,1,0
,109,107,112,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1.0,1,100,10,0,1,0
,110,107,113,Highway,1,0.3121640750710738,2.0,1300.0,50.0,1,0,0.3745968900852886,1300.0,0.15,4,1.0,1,100,10,0,1,0
,111,107,105,Highway,1,0.2474703408068377,2.0,1300.0,50.0,1,0,0.2969644089682052,1300.0,0.15,4,1.0,1,100,10,0,1,0
,112,114,115,Highway,1,0.1463028679017344,1.0,1000.0,50.0,1,0,0.1755634414820813,1000.0,0.15,4,1.0,1,100,10,0,1,0
,113,114,116,Highway,1,0.1723924132796713,2.0,1700.0,90.0,1,0,0.1149282755197808,1700.0,0.15,4,1.0,1,100,10,0,1,0
,114,114,98,Highway,1,0.4214986907676797,2.0,1700.0,90.0,1,0,0.2809991271784531,1700.0,0.15,4,1.0,1,100,10,0,1,0
,115,117,118,Highway,1,0.0548786887120659,1.0,1000.0,50.0,1,0,0.0658544264544791,1000.0,0.15,4,1.0,1,100,10,0,1,0
,116,117,119,Highway,1,0.0701087218166431,1.0,1000.0,50.0,1,0,0.0841304661799717,1000.0,0.15,4,1.0,1,100,10,0,1,0
,117,117,120,Highway,1,0.9695821842791178,1.0,1000.0,50.0,1,0,1.1634986211349414,1000.0,0.15,4,1.0,1,100,10,0,1,0
,118,121,122,Highway,1,0.0638489441567345,1.0,1000.0,50.0,1,0,0.0766187329880815,1000.0,0.15,4,1.0,1,100,10,0,1,0
,119,121,123,Highway,1,0.0743254254612202,1.0,1000.0,50.0,1,0,0.0891905105534643,1000.0,0.15,4,1.0,1,100,10,0,1,0
,120,124,122,Highway,1,0.64711616674166,1.0,1000.0,50.0,1,0,0.776539400089992,1000.0,0.15,4,1.0,1,100,10,0,1,0
,121,124,125,Highway,1,0.159814549350155,1.0,750.0,90.0,1,0,0.1065430329001033,750.0,0.15,4,1.0,1,100,10,0,1,0
,122,124,126,Highway,1,0.2734672863359145,2.0,1500.0,90.0,1,0,0.182311524223943,1500.0,0.15,4,1.0,1,100,10,0,1,0
,123,127,128,Highway,1,0.2826759303121252,1.0,1000.0,50.0,1,0,0.3392111163745502,1000.0,0.15,4,1.0,1,100,10,0,1,0
,124,127,129,Highway,1,0.2882037188828114,1.0,1000.0,50.0,1,0,0.3458444626593737,1000.0,0.15,4,1.0,1,100,10,0,1,0
,125,127,130,Highway,1,0.2463325061336963,1.0,1000.0,50.0,1,0,0.2955990073604356,1000.0,0.15,4,1.0,1,100,10,0,1,0
,126,128,127,Highway,1,0.2826759303121252,1.0,1000.0,50.0,1,0,0.3392111163745502,1000.0,0.15,4,1.0,1,100,10,0,1,0
,127,128,131,Highway,1,0.6943968837333959,1.0,1000.0,50.0,1,0,0.8332762604800751,1000.0,0.15,4,1.0,1,100,10,0,1,0
,128,132,133,Highway,1,0.1751004401706053,3.0,2850.0,90.0,1,0,0.1167336267804035,2850.0,0.15,4,1.0,1,100,10,0,1,0
,129,132,134,Highway,1,0.2697704427470569,1.0,1000.0,50.0,1,0,0.3237245312964683,1000.0,0.15,4,1.0,1,100,10,0,1,0
,130,132,135,Highway,1,0.3205484602376298,2.0,1900.0,90.0,1,0,0.2136989734917532,1900.0,0.15,4,1.0,1,100,10,0,1,0
,131,136,137,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1.0,1,100,10,0,1,0
,132,136,138,Highway,1,0.2245498246094326,1.0,1000.0,50.0,1,0,0.2694597895313191,1000.0,0.15,4,1.0,1,100,10,0,1,0
,133,139,140,Highway,1,0.3943619392286954,2.0,1400.0,50.0,1,0,0.4732343270744344,1400.0,0.15,4,1.0,1,100,10,0,1,0
,134,139,137,Highway,1,0.2312846907348133,1.0,1000.0,50.0,1,0,0.277541628881776,1000.0,0.15,4,1.0,1,100,10,0,1,0
,135,139,141,Highway,1,0.262758464552856,2.0,1400.0,50.0,1,0,0.3153101574634271,1400.0,0.15,4,1.0,1,100,10,0,1,0
,136,142,143,Highway,1,0.5777572934717551,2.0,1300.0,50.0,1,0,0.6933087521661061,1300.0,0.15,4,1.0,1,100,10,0,1,0
,137,142,144,Highway,1,0.4555754715235208,1.0,1000.0,50.0,1,0,0.546690565828225,1000.0,0.15,4,1.0,1,100,10,0,1,0
,138,142,145,Highway,1,0.2409225378412106,2.0,1300.0,50.0,1,0,0.2891070454094527,1300.0,0.15,4,1.0,1,100,10,0,1,0
,139,142,138,Highway,1,0.5390135549199954,1.0,1000.0,50.0,1,0,0.6468162659039944,1000.0,0.15,4,1.0,1,100,10,0,1,0
,140,146,147,Highway,1,0.263458102500264,1.0,1000.0,50.0,1,0,0.3161497230003168,1000.0,0.15,4,1.0,1,100,10,0,1,0
,141,146,148,Highway,1,0.1155830721308038,1.0,650.0,50.0,1,0,0.1386996865569646,650.0,0.15,4,1.0,1,100,10,0,1,0
,142,146,149,Highway,1,0.2193463922042743,2.0,1300.0,50.0,1,0,0.2632156706451292,1300.0,0.15,4,1.0,1,100,10,0,1,0
,143,150,151,Highway,1,0.2105602252974875,1.0,1000.0,50.0,1,0,0.2526722703569851,1000.0,0.15,4,1.0,1,100,10,0,1,0
,144,150,152,Highway,1,0.5297192322381291,2.0,1400.0,50.0,1,0,0.6356630786857549,1400.0,0.15,4,1.0,1,100,10,0,1,0
,145,150,153,Highway,1,0.5234390670542122,2.0,1400.0,50.0,1,0,0.6281268804650546,1400.0,0.15,4,1.0,1,100,10,0,1,0
,146,147,146,Highway,1,0.263458102500264,1.0,1000.0,50.0,1,0,0.3161497230003168,1000.0,0.15,4,1.0,1,100,10,0,1,0
,147,147,151,Highway,1,0.2224232803418931,1.0,1000.0,50.0,1,0,0.2669079364102717,1000.0,0.15,4,1.0,1,100,10,0,1,0
,148,154,155,Highway,1,0.4553430797702343,1.0,1000.0,50.0,1,0,0.5464116957242812,1000.0,0.15,4,1.0,1,100,10,0,1,0
,149,154,156,Highway,1,0.2578404547444067,2.0,1500.0,90.0,1,0,0.1718936364962711,1500.0,0.15,4,1.0,1,100,10,0,1,0
,150,154,157,Highway,1,0.2215590599458438,1.0,750.0,90.0,1,0,0.1477060399638959,750.0,0.15,4,1.0,1,100,10,0,1,0
,151,158,159,Highway,1,0.2448571202191208,2.0,1500.0,90.0,1,0,0.1632380801460805,1500.0,0.15,4,1.0,1,100,10,0,1,0
,152,158,155,Highway,1,0.4107266387985059,1.0,1000.0,50.0,1,0,0.4928719665582071,1000.0,0.15,4,1.0,1,100,10,0,1,0
,153,158,160,Highway,1,0.2189167442319649,1.0,750.0,90.0,1,0,0.1459444961546433,750.0,0.15,4,1.0,1,100,10,0,1,0
,154,159,158,Highway,1,0.2448571202191208,1.0,750.0,90.0,1,0,0.1632380801460805,750.0,0.15,4,1.0,1,100,10,0,1,0
,155,159,161,Highway,1,0.1112880713406375,1.0,1000.0,50.0,1,0,0.133545685608765,1000.0,0.15,4,1.0,1,100,10,0,1,0
,156,159,162,Highway,1,0.3035416507520576,2.0,1500.0,90.0,1,0,0.2023611005013717,1500.0,0.15,4,1.0,1,100,10,0,1,0
,157,1923,161,Highway,1,0.4858235395611907,1.0,1000.0,50.0,1,0,0.5829882474734289,1000.0,0.15,4,1.0,1,100,10,0,1,0
,158,1972,163,Highway,1,0.2480309902184442,1.0,650.0,50.0,1,0,0.297637188262133,650.0,0.15,4,1.0,1,100,10,0,1,0
,159,164,165,Highway,1,0.2868318433155223,1.0,1000.0,50.0,1,0,0.3441982119786267,1000.0,0.15,4,1.0,1,100,10,0,1,0
,160,164,166,Highway,1,0.1081480334173058,2.0,1500.0,90.0,1,0,0.0720986889448705,1500.0,0.15,4,1.0,1,100,10,0,1,0
,161,164,2280,Highway,1,0.6475207988662532,1.0,750.0,90.0,1,0,0.4316805325775021,750.0,0.15,4,1.0,1,100,10,0,1,0
,162,1924,165,Highway,1,0.2551533557527655,1.0,1000.0,50.0,1,0,0.3061840269033186,1000.0,0.15,4,1.0,1,100,10,0,1,0
,163,167,115,Highway,1,0.3805150460234549,1.0,1000.0,50.0,1,0,0.4566180552281459,1000.0,0.15,4,1.0,1,100,10,0,1,0
,164,167,168,Highway,1,0.0847161097445437,2.0,1900.0,90.0,1,0,0.0564774064963625,1900.0,0.15,4,1.0,1,100,10,0,1,0
,165,167,169,Highway,1,0.1914808507779943,2.0,1700.0,90.0,1,0,0.1276539005186629,1700.0,0.15,4,1.0,1,100,10,0,1,0
,166,170,171,Highway,1,0.5223480507360688,1.0,1000.0,50.0,1,0,0.6268176608832826,1000.0,0.15,4,1.0,1,100,10,0,1,0
,167,170,172,Highway,1,0.1526684795669268,2.0,1500.0,90.0,1,0,0.1017789863779512,1500.0,0.15,4,1.0,1,100,10,0,1,0
,168,170,173,Highway,1,0.2683916029130153,1.0,750.0,90.0,1,0,0.1789277352753435,750.0,0.15,4,1.0,1,100,10,0,1,0
,169,1925,174,Highway,1,0.410422435425281,1.0,1000.0,50.0,1,0,0.4925069225103372,1000.0,0.15,4,1.0,1,100,10,0,1,0
,170,171,170,Highway,1,0.5223480507360688,1.0,1000.0,50.0,1,0,0.6268176608832826,1000.0,0.15,4,1.0,1,100,10,0,1,0
,171,171,175,Highway,1,0.2693373610861159,1.0,1000.0,50.0,1,0,0.323204833303339,1000.0,0.15,4,1.0,1,100,10,0,1,0
,172,176,175,Highway,1,0.242477434984932,2.0,1500.0,90.0,1,0,0.161651623323288,1500.0,0.15,4,1.0,1,100,10,0,1,0
,173,176,177,Highway,1,0.4409591817844368,2.0,1500.0,90.0,1,0,0.2939727878562912,1500.0,0.15,4,1.0,1,100,10,0,1,0
,174,174,2281,Highway,1,0.4104141797800251,1.0,1000.0,50.0,1,0,0.4924970157360301,1000.0,0.15,4,1.0,1,100,10,0,1,0
,175,174,178,Highway,1,0.5092041126985066,1.0,1000.0,50.0,1,0,0.6110449352382079,1000.0,0.15,4,1.0,1,100,10,0,1,0
,176,174,175,Highway,1,0.4290661886705874,1.0,1000.0,50.0,1,0,0.5148794264047049,1000.0,0.15,4,1.0,1,100,10,0,1,0
,177,178,174,Highway,1,0.5092041126985066,1.0,1000.0,50.0,1,0,0.6110449352382079,1000.0,0.15,4,1.0,1,100,10,0,1,0
,178,178,173,Highway,1,0.4304264149074442,2.0,1500.0,90.0,1,0,0.2869509432716295,1500.0,0.15,4,1.0,1,100,10,0,1,0
,179,178,2282,Highway,1,0.4048512665831986,2.0,1500.0,90.0,1,0,0.269900844388799,1500.0,0.15,4,1.0,1,100,10,0,1,0
,180,179,180,Highway,1,0.4079375801172608,1.0,1000.0,50.0,1,0,0.4895250961407129,1000.0,0.15,4,1.0,1,100,10,0,1,0
,181,179,181,Highway,1,0.128805718888882,1.0,1000.0,50.0,1,0,0.1545668626666584,1000.0,0.15,4,1.0,1,100,10,0,1,0
,182,179,182,Highway,1,0.2932901400980293,1.0,1000.0,50.0,1,0,0.3519481681176351,1000.0,0.15,4,1.0,1,100,10,0,1,0
,183,183,184,Highway,1,0.2632677233823525,1.0,1000.0,50.0,1,0,0.3159212680588231,1000.0,0.15,4,1.0,1,100,10,0,1,0
